"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",ansi-regex:4.1.0,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?inquirer:6.3.1\ansi-regex:4.1.0,Regular expression for matching ANSI escape codes,MIT,"","",pkg:npm/ansi-regex@4.1.0,cpe:2.3:a:ansi-regex_project:ansi-regex:4.1.0:*:*:*:*:*:*:*,1070274,"",ansi-regex is vulnerable to Inefficient Regular Expression Complexity,NPM,"","","","","","",HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",ansi-regex:5.0.0,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?ora:4.0.3\ansi-regex:5.0.0,Regular expression for matching ANSI escape codes,MIT,"","",pkg:npm/ansi-regex@5.0.0,cpe:2.3:a:ansi-regex_project:ansi-regex:5.0.0:*:*:*:*:*:*:*,CVE-2021-3807,NVD-CWE-Other,ansi-regex is vulnerable to Inefficient Regular Expression Complexity,NVD,HIGH,7.8,/AV:N/AC:L/Au:N/C:N/I:N/A:C,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",ansi-regex:5.0.0,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?ora:4.0.3\ansi-regex:5.0.0,Regular expression for matching ANSI escape codes,MIT,"","",pkg:npm/ansi-regex@5.0.0,cpe:2.3:a:ansi-regex_project:ansi-regex:5.0.0:*:*:*:*:*:*:*,1070275,"",ansi-regex is vulnerable to Inefficient Regular Expression Complexity,NPM,"","","","","","",HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",async:2.6.3,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\async:2.6.3,Higher-order functions and common patterns for asynchronous code,MIT,"","",pkg:npm/async@2.6.3,cpe:2.3:a:async_project:async:2.6.3:*:*:*:*:*:*:*,CVE-2021-43138,CWE-1321,"In Async before 2.6.4 and 3.x before 3.2.2, a malicious user can obtain privileges via the mapValues() method, aka lib/internal/iterator.js createObjectIterator prototype pollution.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",async:2.6.3,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\async:2.6.3,Higher-order functions and common patterns for asynchronous code,MIT,"","",pkg:npm/async@2.6.3,cpe:2.3:a:async_project:async:2.6.3:*:*:*:*:*:*:*,1070206,"","A vulnerability exists in Async through 3.2.1 for 3.x and through 2.6.3 for 2.x (fixed in 3.2.2 and 2.6.4), which could let a malicious user obtain privileges via the `mapValues()` method.",NPM,"","","","","","",HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",browserslist:4.10.0,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?@angular-devkit\build-angular:0.803.26\browserslist:4.10.0,"Share target browsers between different front-end tools, like Autoprefixer, Stylelint and babel-env-preset",MIT,"","",pkg:npm/browserslist@4.10.0,cpe:2.3:a:browserslist_project:browserslist:4.10.0:*:*:*:*:*:*:*,CVE-2021-23364,NVD-CWE-Other,The package browserslist from 4.0.0 and before 4.16.5 are vulnerable to Regular Expression Denial of Service (ReDoS) during parsing of queries.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,HIGHEST,6
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",browserslist:4.10.0,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?@angular-devkit\build-angular:0.803.26\browserslist:4.10.0,"Share target browsers between different front-end tools, like Autoprefixer, Stylelint and babel-env-preset",MIT,"","",pkg:npm/browserslist@4.10.0,cpe:2.3:a:browserslist_project:browserslist:4.10.0:*:*:*:*:*:*:*,1067902,"",The package browserslist from 4.0.0 and before 4.16.5 are vulnerable to Regular Expression Denial of Service (ReDoS) during parsing of queries.,NPM,"","","","","","",HIGHEST,6
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",browserslist:4.11.0,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?@babel\helper-compilation-targets:7.8.7\browserslist:4.11.0,"Share target browsers between different front-end tools, like Autoprefixer, Stylelint and babel-env-preset",MIT,"","",pkg:npm/browserslist@4.11.0,cpe:2.3:a:browserslist_project:browserslist:4.11.0:*:*:*:*:*:*:*,CVE-2021-23364,NVD-CWE-Other,The package browserslist from 4.0.0 and before 4.16.5 are vulnerable to Regular Expression Denial of Service (ReDoS) during parsing of queries.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,HIGHEST,6
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",browserslist:4.8.6,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\browserslist:4.8.6,"Share target browsers between different front-end tools, like Autoprefixer, Stylelint and babel-env-preset",MIT,"","",pkg:npm/browserslist@4.8.6,cpe:2.3:a:browserslist_project:browserslist:4.8.6:*:*:*:*:*:*:*,CVE-2021-23364,NVD-CWE-Other,The package browserslist from 4.0.0 and before 4.16.5 are vulnerable to Regular Expression Denial of Service (ReDoS) during parsing of queries.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,HIGHEST,6
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",datatables.net:1.10.21,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\datatables.net:1.10.21,DataTables for jQuery,MIT,"","",pkg:npm/datatables.net@1.10.21,cpe:2.3:a:datatables:datatables.net:1.10.21:*:*:*:*:*:*:*,CVE-2020-28458,CWE-915 Improperly Controlled Modification of Dynamically-Determined Object Attributes,All versions of package datatables.net are vulnerable to Prototype Pollution due to an incomplete fix for https://snyk.io/vuln/SNYK-JS-DATATABLESNET-598806.,NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGHEST,9
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",datatables.net:1.10.21,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\datatables.net:1.10.21,DataTables for jQuery,MIT,"","",pkg:npm/datatables.net@1.10.21,cpe:2.3:a:datatables:datatables.net:1.10.21:*:*:*:*:*:*:*,1068292,"",All versions of package datatables.net are vulnerable to Prototype Pollution due to an incomplete fix for https://snyk.io/vuln/SNYK-JS-DATATABLESNET-598806.,NPM,"","","","","","",HIGHEST,9
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",datatables.net:1.10.21,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\datatables.net:1.10.21,DataTables for jQuery,MIT,"","",pkg:npm/datatables.net@1.10.21,cpe:2.3:a:datatables:datatables.net:1.10.21:*:*:*:*:*:*:*,CVE-2021-23445,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),This affects the package datatables.net before 1.11.3. If an array is passed to the HTML escape entities function it would not have its contents escaped.,NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGHEST,9
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",datatables.net:1.10.21,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\datatables.net:1.10.21,DataTables for jQuery,MIT,"","",pkg:npm/datatables.net@1.10.21,cpe:2.3:a:datatables:datatables.net:1.10.21:*:*:*:*:*:*:*,1067614,"",This affects the package datatables.net before 1.11.3. If an array is passed to the HTML escape entities function it would not have its contents escaped.,NPM,"","","","","","",HIGHEST,9
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",dns-packet:1.3.1,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\dns-packet:1.3.1,An abstract-encoding compliant module for encoding / decoding DNS packets,MIT,"","",pkg:npm/dns-packet@1.3.1,cpe:2.3:a:dns-packet_project:dns-packet:1.3.1:*:*:*:*:*:*:*,1067881,"",This affects the package dns-packet before versions 1.3.2 and 5.2.2. It creates buffers with allocUnsafe and does not always fill them before forming network packets. This can expose internal application memory over unencrypted network when querying crafted invalid domain names.,NPM,"","","","","","",HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",dns-packet:1.3.1,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\dns-packet:1.3.1,An abstract-encoding compliant module for encoding / decoding DNS packets,MIT,"","",pkg:npm/dns-packet@1.3.1,cpe:2.3:a:dns-packet_project:dns-packet:1.3.1:*:*:*:*:*:*:*,CVE-2021-23386,CWE-200 Information Exposure,This affects the package dns-packet before 5.2.2. It creates buffers with allocUnsafe and does not always fill them before forming network packets. This can expose internal application memory over unencrypted network when querying crafted invalid domain names.,NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:P/I:N/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",elliptic:6.5.2,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\elliptic:6.5.2,EC cryptography,MIT,"","",pkg:npm/elliptic@6.5.2,cpe:2.3:a:elliptic_project:elliptic:6.5.2:*:*:*:*:*:*:*,CVE-2020-13822,CWE-190 Integer Overflow or Wraparound,"The Elliptic package 6.5.2 for Node.js allows ECDSA signature malleability via variations in encoding, leading '\0' bytes, or integer overflows. This could conceivably have a security-relevant impact if an application relied on a single canonical signature.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,7.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:L,HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",elliptic:6.5.2,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\elliptic:6.5.2,EC cryptography,MIT,"","",pkg:npm/elliptic@6.5.2,cpe:2.3:a:elliptic_project:elliptic:6.5.2:*:*:*:*:*:*:*,1069331,"","The Elliptic package before version 6.5.3 for Node.js allows ECDSA signature malleability via variations in encoding, leading '\0' bytes, or integer overflows. This could conceivably have a security-relevant impact if an application relied on a single canonical signature.",NPM,"","","","","","",HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",elliptic:6.5.2,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\elliptic:6.5.2,EC cryptography,MIT,"","",pkg:npm/elliptic@6.5.2,cpe:2.3:a:elliptic_project:elliptic:6.5.2:*:*:*:*:*:*:*,CVE-2020-28498,CWE-327 Use of a Broken or Risky Cryptographic Algorithm,The package elliptic before 6.5.4 are vulnerable to Cryptographic Issues via the secp256k1 implementation in elliptic/ec/key.js. There is no check to confirm that the public key point passed into the derive function actually exists on the secp256k1 curve. This results in the potential for the private key used in this implementation to be revealed after a number of ECDH operations are performed.,NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,6.8,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:N,HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",elliptic:6.5.2,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\elliptic:6.5.2,EC cryptography,MIT,"","",pkg:npm/elliptic@6.5.2,cpe:2.3:a:elliptic_project:elliptic:6.5.2:*:*:*:*:*:*:*,1068218,"",The npm package `elliptic` before version 6.5.4 are vulnerable to Cryptographic Issues via the secp256k1 implementation in elliptic/ec/key.js. There is no check to confirm that the public key point passed into the derive function actually exists on the secp256k1 curve. This results in the potential for the private key used in this implementation to be revealed after a number of ECDH operations are performed.,NPM,"","","","","","",HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",engine.io:3.2.1,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\engine.io:3.2.1,The realtime engine behind Socket.IO. Provides the foundation of a bidirectional connection between client and server,MIT,"","",pkg:npm/engine.io@3.2.1,cpe:2.3:a:socket:engine.io:3.2.1:*:*:*:*:*:*:*,CVE-2020-36048,CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'),Engine.IO before 4.0.0 allows attackers to cause a denial of service (resource consumption) via a POST request to the long polling transport.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,7
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",engine.io:3.2.1,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\engine.io:3.2.1,The realtime engine behind Socket.IO. Provides the foundation of a bidirectional connection between client and server,MIT,"","",pkg:npm/engine.io@3.2.1,cpe:2.3:a:socket:engine.io:3.2.1:*:*:*:*:*:*:*,1068118,"",Engine.IO before 4.0.0 allows attackers to cause a denial of service (resource consumption) via a POST request to the long polling transport.,NPM,"","","","","","",HIGHEST,7
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",eventsource:1.0.7,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\eventsource:1.0.7,W3C compliant EventSource client for Node.js and browser (polyfill),MIT,"","",pkg:npm/eventsource@1.0.7,cpe:2.3:a:eventsource:eventsource:1.0.7:*:*:*:*:*:*:*,CVE-2022-1650,CWE-200 Information Exposure,Exposure of Sensitive Information to an Unauthorized Actor in GitHub repository eventsource/eventsource prior to v2.0.2.,NVD,MEDIUM,5.8,/AV:N/AC:M/Au:N/C:P/I:P/A:N,CRITICAL,9.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:N,HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",eventsource:1.0.7,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\eventsource:1.0.7,W3C compliant EventSource client for Node.js and browser (polyfill),MIT,"","",pkg:npm/eventsource@1.0.7,cpe:2.3:a:eventsource:eventsource:1.0.7:*:*:*:*:*:*:*,1070403,"","When fetching an url with a link to an external site (Redirect), the users Cookies & Autorisation headers are leaked to the third party application. According to the same-origin-policy, the header should be ""sanitized.""",NPM,"","","","","","",HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",faye-websocket:0.10.0,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\faye-websocket:0.10.0,Standards-compliant WebSocket server and client,MIT,"","",pkg:npm/faye-websocket@0.10.0,cpe:2.3:a:faye-websocket_project:faye-websocket:0.10.0:*:*:*:*:*:*:*,CVE-2020-15133,CWE-295 Improper Certificate Validation,"In faye-websocket before version 0.11.0, there is a lack of certification validation in TLS handshakes. The `Faye::WebSocket::Client` class uses the `EM::Connection#start_tls` method in EventMachine to implement the TLS handshake whenever a `wss:` URL is used for the connection. This method does not implement certificate verification by default, meaning that it does not check that the server presents a valid and trusted TLS certificate for the expected hostname. That means that any `wss:` connection made using this library is vulnerable to a man-in-the-middle attack, since it does not confirm the identity of the server it is connected to. For further background information on this issue, please see the referenced GitHub Advisory. Upgrading `faye-websocket` to v0.11.0 is recommended.",NVD,MEDIUM,5.8,/AV:N/AC:M/Au:N/C:P/I:P/A:N,HIGH,8.7,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:N,HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",follow-redirects:1.11.0,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\follow-redirects:1.11.0,HTTP and HTTPS modules that follow redirects.,MIT,"","",pkg:npm/follow-redirects@1.11.0,cpe:2.3:a:follow-redirects_project:follow-redirects:1.11.0:*:*:*:*:*:*:*,1067459,"",follow-redirects is vulnerable to Exposure of Private Personal Information to an Unauthorized Actor,NPM,"","","","","","",HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",follow-redirects:1.11.0,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\follow-redirects:1.11.0,HTTP and HTTPS modules that follow redirects.,MIT,"","",pkg:npm/follow-redirects@1.11.0,cpe:2.3:a:follow-redirects_project:follow-redirects:1.11.0:*:*:*:*:*:*:*,CVE-2022-0155,CWE-359 Exposure of Private Information ('Privacy Violation'),follow-redirects is vulnerable to Exposure of Private Personal Information to an Unauthorized Actor,NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",follow-redirects:1.11.0,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\follow-redirects:1.11.0,HTTP and HTTPS modules that follow redirects.,MIT,"","",pkg:npm/follow-redirects@1.11.0,cpe:2.3:a:follow-redirects_project:follow-redirects:1.11.0:*:*:*:*:*:*:*,CVE-2022-0536,CWE-200 Information Exposure,Exposure of Sensitive Information to an Unauthorized Actor in NPM follow-redirects prior to 1.14.8.,NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:P/I:N/A:N,MEDIUM,5.9,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",follow-redirects:1.11.0,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\follow-redirects:1.11.0,HTTP and HTTPS modules that follow redirects.,MIT,"","",pkg:npm/follow-redirects@1.11.0,cpe:2.3:a:follow-redirects_project:follow-redirects:1.11.0:*:*:*:*:*:*:*,1067407,"",Exposure of Sensitive Information to an Unauthorized Actor in NPM follow-redirects prior to 1.14.8.,NPM,"","","","","","",HIGHEST,8
scerevbowcl,"Mon, 30 May 2022 17:31:33 +0200",glob-parent:3.1.0,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevbowcl\package-lock.json?\glob-parent:3.1.0,Strips glob magic from a string to provide the parent directory path,ISC,"","",pkg:npm/glob-parent@3.1.0,"",CVE-2020-28469,CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'),This affects the package glob-parent before 5.1.2. The enclosure regex used to check for strings ending in enclosure containing path separator.,OSSINDEX,HIGH,7.5,/AV:N/AC:L/Au:/C:N/I:N/A:H,"","","",HIGHEST,8
