"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count"
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: batik-css-1.7.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\batik-css-1.7.jar,"","The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",b0203e64b3c06729baa0ef84743ab119,e6bb5c85753331534593f33fb9236acb41a0ab79,pkg:maven/org.apache.xmlgraphics/batik-css@1.7,cpe:2.3:a:apache:batik:1.7:*:*:*:*:*:*:*,CVE-2020-11987,"CWE-20 Improper Input Validation, CWE-918 Server-Side Request Forgery (SSRF)","Apache Batik 1.13 is vulnerable to server-side request forgery, caused by improper input validation by the NodePickerPanel. By using a specially-crafted argument, an attacker could exploit this vulnerability to cause the underlying server to make arbitrary GET requests.",NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:P/I:P/A:N,HIGH,8.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,HIGH,33
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: batik-css-1.7.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\batik-css-1.7.jar,"","The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",b0203e64b3c06729baa0ef84743ab119,e6bb5c85753331534593f33fb9236acb41a0ab79,pkg:maven/org.apache.xmlgraphics/batik-css@1.7,cpe:2.3:a:apache:batik:1.7:*:*:*:*:*:*:*,CVE-2019-17566,CWE-918 Server-Side Request Forgery (SSRF),"Apache Batik is vulnerable to server-side request forgery, caused by improper input validation by the ""xlink:href"" attributes. By using a specially-crafted argument, an attacker could exploit this vulnerability to cause the underlying server to make arbitrary GET requests.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGH,33
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: batik-css-1.7.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\batik-css-1.7.jar,"","The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",b0203e64b3c06729baa0ef84743ab119,e6bb5c85753331534593f33fb9236acb41a0ab79,pkg:maven/org.apache.xmlgraphics/batik-css@1.7,cpe:2.3:a:apache:batik:1.7:*:*:*:*:*:*:*,CVE-2017-5662,CWE-611 Improper Restriction of XML External Entity Reference ('XXE'),"In Apache Batik before 1.9, files lying on the filesystem of the server which uses batik can be revealed to arbitrary users who send maliciously formed SVG files. The file types that can be shown depend on the user context in which the exploitable application is running. If the user is root a full compromise of the server - including confidential or sensitive files - would be possible. XXE can also be used to attack the availability of the server via denial of service as the references within a xml document can trivially trigger an amplification attack.",NVD,HIGH,7.9,/AV:N/AC:M/Au:S/C:C/I:N/A:C,HIGH,7.3,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:H,HIGH,33
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: batik-css-1.7.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\batik-css-1.7.jar,"","The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",b0203e64b3c06729baa0ef84743ab119,e6bb5c85753331534593f33fb9236acb41a0ab79,pkg:maven/org.apache.xmlgraphics/batik-css@1.7,cpe:2.3:a:apache:batik:1.7:*:*:*:*:*:*:*,CVE-2015-0250,NVD-CWE-Other,XML external entity (XXE) vulnerability in the SVG to (1) PNG and (2) JPG conversion classes in Apache Batik 1.x before 1.8 allows remote attackers to read arbitrary files or cause a denial of service via a crafted SVG file.,NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:P/I:N/A:P,"","","",HIGH,33
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: bsh-2.0b4.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\bsh-2.0b4.jar,BeanShell,"",a1c60aa83c9c9a6cb2391c1c1b85eb00,a05f0a0feefa8d8467ac80e16e7de071489f0d9c,pkg:maven/org.beanshell/bsh@2.0b4,cpe:2.3:a:beanshell:beanshell:2.0:b4:*:*:*:*:*:*,CVE-2016-2510,CWE-19 Data Processing Errors,"BeanShell (bsh) before 2.0b6, when included on the classpath by an application that uses Java serialization or XStream, allows remote attackers to execute arbitrary code via crafted serialized data, related to XThis.Handler.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,HIGH,8.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,19
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: commons-beanutils-1.9.1.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\commons-beanutils-1.9.1.jar,Apache Commons BeanUtils provides an easy-to-use but flexible wrapper around reflection and introspection.,http://www.apache.org/licenses/LICENSE-2.0.txt,d095339044d22475f8b1fea1b626d3bb,d2662a4e018671ed061e9acca6299a31b7652f3c,pkg:maven/commons-beanutils/commons-beanutils@1.9.1,cpe:2.3:a:apache:commons_beanutils:1.9.1:*:*:*:*:*:*:*,CVE-2014-0114,CWE-20 Improper Input Validation,"Apache Commons BeanUtils, as distributed in lib/commons-beanutils-1.8.0.jar in Apache Struts 1.x through 1.3.10 and in other products requiring commons-beanutils through 1.9.2, does not suppress the class property, which allows remote attackers to ""manipulate"" the ClassLoader and execute arbitrary code via the class parameter, as demonstrated by the passing of this parameter to the getClass method of the ActionForm object in Struts 1.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,"","","",HIGH,147
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: commons-beanutils-1.9.1.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\commons-beanutils-1.9.1.jar,Apache Commons BeanUtils provides an easy-to-use but flexible wrapper around reflection and introspection.,http://www.apache.org/licenses/LICENSE-2.0.txt,d095339044d22475f8b1fea1b626d3bb,d2662a4e018671ed061e9acca6299a31b7652f3c,pkg:maven/commons-beanutils/commons-beanutils@1.9.1,cpe:2.3:a:apache:commons_beanutils:1.9.1:*:*:*:*:*:*:*,CVE-2019-10086,CWE-502 Deserialization of Untrusted Data,"In Apache Commons Beanutils 1.9.2, a special BeanIntrospector class was added which allows suppressing the ability for an attacker to access the classloader via the class property available on all Java objects. We, however were not using this by default characteristic of the PropertyUtilsBean.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,HIGH,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGH,147
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: commons-discovery-0.2.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\commons-discovery-0.2.jar,Commons Discovery,"",9a2fb56e6a79169b2fb6c8a0dc79abb0,7773ac7a7248f08ed2b8d297c6e2ef28260640ea,pkg:maven/commons-discovery/commons-discovery@0.2,cpe:2.3:a:spirit-project:spirit:0.2:*:*:*:*:*:*:*,CVE-2022-0869,CWE-601 URL Redirection to Untrusted Site ('Open Redirect'),Multiple Open Redirect in GitHub repository nitely/spirit prior to 0.12.3.,NVD,MEDIUM,5.8,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,HIGH,44
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: commons-httpclient-2.0.2.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\commons-httpclient-2.0.2.jar,"The HttpClient  component supports the client-side of RFC 1945 (HTTP/1.0)  and RFC 2616 (HTTP/1.1) , several related specifications (RFC 2109 (Cookies) , RFC 2617 (HTTP Authentication) , etc.), and provides a framework by which new request types (methods) or HTTP extensions can be created easily.","",0dbab8e784354a75066be279d433a951,48856bef6c64eb9689eab125197fdefc399c7858,pkg:maven/commons-httpclient/commons-httpclient@2.0.2,"cpe:2.3:a:apache:commons-httpclient:2.0.2:*:*:*:*:*:*:*, cpe:2.3:a:apache:httpclient:2.0.2:*:*:*:*:*:*:*",CVE-2012-5783,CWE-295 Improper Certificate Validation,"Apache Commons HttpClient 3.x, as used in Amazon Flexible Payments Service (FPS) merchant Java SDK and other products, does not verify that the server hostname matches a domain name in the subject's Common Name (CN) or subjectAltName field of the X.509 certificate, which allows man-in-the-middle attackers to spoof SSL servers via an arbitrary valid certificate.",OSSINDEX,MEDIUM,5.8,/AV:N/AC:M/Au:N/C:P/I:P/A:N,"","","",HIGH,104
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: commons-httpclient-2.0.2.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\commons-httpclient-2.0.2.jar,"The HttpClient  component supports the client-side of RFC 1945 (HTTP/1.0)  and RFC 2616 (HTTP/1.1) , several related specifications (RFC 2109 (Cookies) , RFC 2617 (HTTP Authentication) , etc.), and provides a framework by which new request types (methods) or HTTP extensions can be created easily.","",0dbab8e784354a75066be279d433a951,48856bef6c64eb9689eab125197fdefc399c7858,pkg:maven/commons-httpclient/commons-httpclient@2.0.2,"cpe:2.3:a:apache:commons-httpclient:2.0.2:*:*:*:*:*:*:*, cpe:2.3:a:apache:httpclient:2.0.2:*:*:*:*:*:*:*",CVE-2020-13956,NVD-CWE-noinfo,Apache HttpClient versions prior to version 4.5.13 and 5.0.3 can misinterpret malformed authority component in request URIs passed to the library as java.net.URI object and pick the wrong target host for request execution.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGH,104
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: commons-httpclient-2.0.2.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\commons-httpclient-2.0.2.jar,"The HttpClient  component supports the client-side of RFC 1945 (HTTP/1.0)  and RFC 2616 (HTTP/1.1) , several related specifications (RFC 2109 (Cookies) , RFC 2617 (HTTP Authentication) , etc.), and provides a framework by which new request types (methods) or HTTP extensions can be created easily.","",0dbab8e784354a75066be279d433a951,48856bef6c64eb9689eab125197fdefc399c7858,pkg:maven/commons-httpclient/commons-httpclient@2.0.2,"cpe:2.3:a:apache:commons-httpclient:2.0.2:*:*:*:*:*:*:*, cpe:2.3:a:apache:httpclient:2.0.2:*:*:*:*:*:*:*",CVE-2012-6153,CWE-20 Improper Input Validation,"http/conn/ssl/AbstractVerifier.java in Apache Commons HttpClient before 4.2.3 does not properly verify that the server hostname matches a domain name in the subject's Common Name (CN) or subjectAltName field of the X.509 certificate, which allows man-in-the-middle attackers to spoof SSL servers via a certificate with a subject that specifies a common name in a field that is not the CN field.  NOTE: this issue exists because of an incomplete fix for CVE-2012-5783.",OSSINDEX,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,"","","",HIGH,104
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: commons-io-2.5.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\commons-io-2.5.jar,"The Apache Commons IO library contains utility classes, stream implementations, file filters,  file comparators, endian transformation classes, and much more.",http://www.apache.org/licenses/LICENSE-2.0.txt,affa7b33f76464c0f79d4d1225b705a5,b24f6678d458e65f08113a079e3724581eca1184,pkg:maven/commons-io/commons-io@2.5,cpe:2.3:a:apache:commons_io:2.5:*:*:*:*:*:*:*,CVE-2021-29425,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"In Apache Commons IO before 2.7, When invoking the method FileNameUtils.normalize with an improper input string, like ""//../foo"", or ""\\..\foo"", the result would be the same value, thus possibly providing access to files in the parent directory, but not further above (thus ""limited"" path traversal), if the calling code would use the result to construct a path value.",NVD,MEDIUM,5.8,/AV:N/AC:M/Au:N/C:P/I:P/A:N,MEDIUM,4.8,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,HIGH,118
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: dom4j-1.6.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\dom4j-1.6.jar,dom4j: the flexible XML framework for Java,"",5e472f451e89b64c089728fc51b82920,529555dd4d3872a59f5ac214cfbe8fe1339c271d,pkg:maven/dom4j/dom4j@1.6,cpe:2.3:a:dom4j_project:dom4j:1.6:*:*:*:*:*:*:*,CVE-2020-10683,CWE-611 Improper Restriction of XML External Entity Reference ('XXE'),"dom4j before 2.0.3 and 2.1.x before 2.1.3 allows external DTDs and External Entities by default, which might enable XXE attacks. However, there is popular external documentation from OWASP showing how to enable the safe, non-default behavior in any application that uses dom4j.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,124
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: dom4j-1.6.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\dom4j-1.6.jar,dom4j: the flexible XML framework for Java,"",5e472f451e89b64c089728fc51b82920,529555dd4d3872a59f5ac214cfbe8fe1339c271d,pkg:maven/dom4j/dom4j@1.6,cpe:2.3:a:dom4j_project:dom4j:1.6:*:*:*:*:*:*:*,CVE-2018-1000632,CWE-91 XML Injection (aka Blind XPath Injection),"dom4j version prior to version 2.1.1 contains a CWE-91: XML Injection vulnerability in Class: Element. Methods: addElement, addAttribute that can result in an attacker tampering with XML documents through XML injection. This attack appear to be exploitable via an attacker specifying attributes or elements in the XML document. This vulnerability appears to have been fixed in 2.1.1 or later.",OSSINDEX,HIGH,7.5,/AV:N/AC:L/Au:/C:N/I:H/A:N,"","","",HIGH,124
scerevboweb,"Mon, 30 May 2022 17:23:48 +0200",appl-be-rest.war: groovy-all-2.4.5.jar,C:\Users\2038\Desktop\Desktop\GitHub\SCEREV\export\scerevboweb\build\archives\tst\appl-be-rest.war\WEB-INF\lib\groovy-all-2.4.5.jar,"Groovy: A powerful, dynamic language for the JVM","The Apache Software License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",7faaaed0ae664f4b6a654b209930e803,01730f61e9c9e59fd1b814371265334d7be0b8d2,pkg:maven/org.codehaus.groovy/groovy-all@2.4.5,cpe:2.3:a:apache:groovy:2.4.5:*:*:*:*:*:*:*,CVE-2016-6814,CWE-502 Deserialization of Untrusted Data,"When an application with unsupported Codehaus versions of Groovy from 1.7.0 to 2.4.3, Apache Groovy 2.4.4 to 2.4.7 on classpath uses standard Java serialization mechanisms, e.g. to communicate between servers or to store local data, it was possible for an attacker to bake a special serialized object that will execute code directly when deserialized. All applications which rely on serialization and do not isolate the code which deserializes objects were subject to this vulnerability.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGH,279
